,Car code,Consumption load (KWH) per 100 km,The amount of residual load KWH,KWH energy storage power,Power supply generation capacity (KW),Power supply capacity KW,Ms data recording time,Electricity price per hour KW,Traffic situation,Time to reach power supply ms,Distance traveled Km,Maximum number of cars in a crowd (cars),Charging / discharging frequency,Consumption range per km,Charger standard,Battery Type,
,61578,79,221,300,4800,38400,101,360,semi-heavy,41,65,49,1,2,2,On-air battery,
,61498,51,189,240,3360,26880,55,304,smooth,56,75,196,1,2,2,Aluminum battery - air,
,61217,33,87,120,360,2880,30,324,smooth,37,9,285,1,1,3,Molten salt battery,
,61163,64,536,600,7800,62400,104,241,heavy,38,25,149,2,1,2,Zinc-bromine battery,
,61233,43,165,208,2080,16640,113,253,smooth,25,79,25,1,1,3,Oxidation battery ‌ Vanadium reduction,
,61209,54,66,120,1920,15360,66,314,semi-heavy,24,72,48,2,2,2,Nickel-Cadmium battery,
,61389,61,179,240,3360,26880,58,366,smooth,16,72,291,2,2,3,Nickel battery - metal hydride,
,61396,75,45,120,1680,13440,68,274,heavy,46,5,270,2,1,2,Nickel-iron battery,
,61287,23,185,208,2288,18304,111,352,semi-heavy,14,44,95,2,2,1,Acid battery,
,61296,80,520,600,1800,14400,118,308,smooth,30,12,159,1,2,3,On-air battery,
,61434,40,168,208,2288,18304,66,301,semi-heavy,29,52,162,2,2,3,Aluminum battery - air,
,61973,71,169,240,1200,9600,107,386,smooth,43,48,65,1,2,1,Molten salt battery,
,61799,62,538,600,6000,48000,81,360,heavy,44,54,127,2,2,1,Zinc-bromine battery,
,63071,35,85,120,1200,9600,31,334,smooth,31,72,198,2,1,3,Oxidation battery ‌ Vanadium reduction,
,63129,79,161,240,3840,30720,88,405,semi-heavy,16,5,201,2,1,3,Nickel-Cadmium battery,
,63142,37,263,300,2100,16800,75,224,smooth,39,31,137,2,2,2,Nickel battery - metal hydride,
,63175,73,131,204,1224,9792,96,414,heavy,42,42,56,1,2,1,Nickel-iron battery,
,62792,32,568,600,3000,24000,44,228,smooth,26,23,216,2,2,3,Acid battery,
,62803,66,234,300,1200,9600,89,216,semi-heavy,51,25,24,2,2,3,On-air battery,
,62923,71,49,120,1320,10560,53,441,smooth,40,61,127,2,2,1,Aluminum battery - air,
,62923,34,206,240,480,3840,48,228,smooth,18,7,272,1,1,2,Molten salt battery,
,62948,37,171,208,624,4992,48,344,heavy,32,26,61,2,1,1,Zinc-bromine battery,
,62942,65,55,120,840,6720,95,236,smooth,30,18,132,1,2,1,Oxidation battery ‌ Vanadium reduction,
,62855,22,278,300,4200,33600,31,377,semi-heavy,49,74,112,1,2,2,Nickel-Cadmium battery,
,62811,54,186,240,3120,24960,55,330,smooth,35,45,100,1,2,3,Nickel battery - metal hydride,
,62927,35,85,120,1680,13440,60,438,heavy,15,72,270,1,2,2,Nickel-iron battery,
,63000,32,568,600,5400,43200,59,482,semi-heavy,52,68,90,1,1,3,Acid battery,
,62999,43,165,208,2288,18304,57,253,smooth,34,46,262,1,2,2,On-air battery,
,63035,78,42,120,240,1920,48,353,semi-heavy,20,48,149,2,2,3,Aluminum battery - air,
,63044,71,169,240,3120,24960,54,532,smooth,30,74,295,1,1,2,Molten salt battery,
,63056,44,76,120,840,6720,41,291,heavy,56,49,294,2,2,1,Zinc-bromine battery,
,63070,28,180,208,2080,16640,69,438,smooth,47,9,170,2,1,1,Oxidation battery ‌ Vanadium reduction,
,63081,21,579,600,8400,67200,79,502,semi-heavy,46,10,115,2,1,2,Nickel-Cadmium battery,
,63101,59,149,208,2288,18304,45,545,smooth,46,67,126,2,1,2,Nickel battery - metal hydride,
,63108,66,174,240,3360,26880,64,428,heavy,35,20,287,1,1,2,Nickel-iron battery,
,63013,49,551,600,1800,14400,58,273,smooth,60,22,104,2,2,3,Acid battery,
,62871,58,62,120,1320,10560,69,322,semi-heavy,33,50,227,1,1,2,On-air battery,
,62889,74,166,240,3120,24960,95,413,smooth,33,59,241,2,1,2,Aluminum battery - air,
,62923,37,263,300,4500,36000,101,501,smooth,13,39,287,1,1,3,Molten salt battery,
,62795,77,127,204,3264,26112,54,295,heavy,59,27,71,2,1,2,Zinc-bromine battery,
,62720,57,543,600,7200,57600,52,217,smooth,38,76,32,2,2,1,Oxidation battery ‌ Vanadium reduction,
,62734,59,241,300,4500,36000,68,473,semi-heavy,40,15,288,2,1,3,Nickel-Cadmium battery,
,62635,70,50,120,1440,11520,56,256,smooth,33,52,121,2,2,3,Nickel battery - metal hydride,
,62639,60,180,240,960,7680,63,233,heavy,30,44,84,1,1,2,Nickel-iron battery,
,62647,52,156,208,1040,8320,92,435,semi-heavy,31,60,160,2,2,2,Acid battery,
,62550,40,80,120,1680,13440,67,389,smooth,10,35,129,1,2,1,On-air battery,
,62577,36,264,300,3600,28800,79,286,semi-heavy,33,18,276,2,2,2,Aluminum battery - air,
,62420,49,191,240,960,7680,48,522,smooth,37,11,119,2,1,3,Molten salt battery,
,62374,23,97,120,1920,15360,37,310,heavy,48,41,290,2,1,1,Zinc-bromine battery,
,62392,33,567,600,1200,9600,59,332,smooth,51,52,298,2,2,1,Oxidation battery ‌ Vanadium reduction,
,62409,65,143,208,624,4992,66,329,semi-heavy,42,8,36,1,1,3,Nickel-Cadmium battery,
,62310,80,40,120,600,4800,112,519,smooth,27,31,89,1,1,1,Nickel battery - metal hydride,
,62216,80,160,240,2400,19200,47,401,heavy,45,34,87,1,2,2,Nickel-iron battery,
,62233,54,66,120,1200,9600,119,536,smooth,37,62,242,2,2,3,Acid battery,
,62147,26,182,208,3328,26624,72,276,semi-heavy,24,62,297,2,2,2,On-air battery,
,61734,63,537,600,5400,43200,65,453,smooth,21,76,60,1,1,1,Aluminum battery - air,
,61501,37,171,208,1040,8320,91,456,smooth,48,20,248,2,1,3,Molten salt battery,
,61518,21,219,240,3360,26880,69,258,heavy,42,58,274,2,1,3,Zinc-bromine battery,
,61414,24,576,600,3600,28800,65,304,smooth,39,34,130,2,2,3,Oxidation battery ‌ Vanadium reduction,
,61420,39,81,120,1680,13440,31,450,semi-heavy,30,26,85,1,2,2,Nickel-Cadmium battery,
,61436,52,188,240,480,3840,40,330,smooth,38,6,56,1,2,3,Nickel battery - metal hydride,
,61455,43,257,300,4800,38400,58,544,heavy,56,13,284,1,2,1,Nickel-iron battery,
,61469,59,145,204,1224,9792,40,330,semi-heavy,38,60,252,1,1,2,Acid battery,
,61691,50,550,600,5400,43200,107,321,smooth,35,29,64,1,2,1,On-air battery,
,61700,44,256,300,2400,19200,105,212,semi-heavy,52,29,197,1,1,1,Aluminum battery - air,
,61710,39,81,120,480,3840,86,359,smooth,11,21,87,2,1,2,Molten salt battery,
,61728,36,204,240,1440,11520,83,402,heavy,45,37,31,1,2,3,Zinc-bromine battery,
,62055,23,185,208,832,6656,30,425,smooth,47,41,114,1,1,1,Oxidation battery ‌ Vanadium reduction,
,62632,43,77,120,1920,15360,33,537,semi-heavy,48,64,47,2,1,2,Nickel-Cadmium battery,
,62655,66,234,300,900,7200,55,483,smooth,11,11,28,1,1,2,Nickel battery - metal hydride,
,62461,59,181,240,2880,23040,56,444,heavy,39,55,42,1,2,3,Nickel-iron battery,
,61788,34,86,120,960,7680,112,402,smooth,24,28,220,1,2,3,Acid battery,
,61841,68,532,600,4800,38400,114,537,semi-heavy,20,57,285,2,1,1,On-air battery,
,63516,53,155,208,3120,24960,86,417,smooth,15,49,139,2,1,2,Aluminum battery - air,
,64860,44,76,120,480,3840,105,302,smooth,47,5,43,1,2,1,Molten salt battery,
,65424,47,193,240,1680,13440,65,270,heavy,50,80,213,2,2,2,Zinc-bromine battery,
,65119,26,94,120,1440,11520,96,388,smooth,43,49,98,2,1,1,Oxidation battery ‌ Vanadium reduction,
,66118,60,148,208,832,6656,102,430,semi-heavy,13,56,274,1,1,2,Nickel-Cadmium battery,
,66562,25,575,600,3000,24000,41,397,smooth,43,10,297,1,1,1,Nickel battery - metal hydride,
,66960,72,136,208,624,4992,109,350,heavy,10,23,136,2,1,2,Nickel-iron battery,
,67740,54,186,240,3840,30720,31,502,semi-heavy,14,63,65,1,1,1,Acid battery,
,68857,41,559,600,9000,72000,112,288,smooth,40,70,209,1,1,3,On-air battery,
,70999,80,40,120,1320,10560,63,227,semi-heavy,33,47,271,2,1,1,Aluminum battery - air,
,71011,56,184,240,3600,28800,44,492,smooth,21,45,119,2,1,2,Molten salt battery,
,71393,34,266,300,3000,24000,57,547,heavy,17,62,167,2,1,1,Zinc-bromine battery,
,71118,63,141,204,1224,9792,66,338,smooth,11,71,95,1,1,1,Oxidation battery ‌ Vanadium reduction,
,71912,55,545,600,9000,72000,49,542,semi-heavy,42,38,230,2,1,2,Nickel-Cadmium battery,
,73725,35,265,300,600,4800,82,468,smooth,41,15,106,1,1,1,Nickel battery - metal hydride,
,73684,40,80,120,1440,11520,62,357,heavy,13,9,170,1,1,3,Nickel-iron battery,
,74103,56,184,240,2880,23040,39,316,smooth,55,78,232,2,1,2,Acid battery,
,74569,56,152,208,1248,9984,34,416,semi-heavy,38,30,87,2,1,2,On-air battery,
,75783,62,58,120,1920,15360,105,501,smooth,32,38,26,2,2,1,Aluminum battery - air,
,78199,53,247,300,900,7200,61,282,smooth,49,41,73,2,1,1,Molten salt battery,
,77497,38,202,240,2640,21120,35,244,heavy,17,78,20,1,1,3,Zinc-bromine battery,
,76594,55,65,120,240,1920,83,298,smooth,26,35,104,1,1,1,Oxidation battery ‌ Vanadium reduction,
,76709,35,565,600,7200,57600,37,517,semi-heavy,60,79,58,2,2,1,Nickel-Cadmium battery,
,77377,64,144,208,2288,18304,49,362,smooth,59,38,121,2,2,3,Nickel battery - metal hydride,
,77141,59,61,120,840,6720,36,203,heavy,45,36,300,1,1,1,Nickel-iron battery,
,77888,32,208,240,3360,26880,55,237,semi-heavy,32,59,80,1,1,3,Acid battery,
,77560,49,71,120,960,7680,57,433,smooth,53,56,186,2,2,3,On-air battery,
,77234,31,177,208,1872,14976,51,526,semi-heavy,14,68,121,1,2,2,Aluminum battery - air,
,77587,40,560,600,7800,62400,60,417,smooth,28,50,152,1,2,2,Molten salt battery,
,77704,31,177,208,416,3328,54,528,heavy,47,57,68,2,1,2,Zinc-bromine battery,
,77840,27,213,240,1920,15360,106,405,smooth,11,50,179,2,2,2,Oxidation battery ‌ Vanadium reduction,
,78228,71,529,600,9600,76800,76,409,semi-heavy,18,72,29,1,2,1,Nickel-Cadmium battery,
,77733,22,98,120,1440,11520,84,493,smooth,39,39,135,1,1,2,Nickel battery - metal hydride,
,77539,21,219,240,1200,9600,109,295,heavy,14,40,260,2,1,2,Nickel-iron battery,
,77648,51,249,300,900,7200,81,496,smooth,45,35,282,1,2,3,Acid battery,
,77697,68,136,204,408,3264,54,418,semi-heavy,15,65,296,2,1,2,On-air battery,
,78022,77,523,600,1200,9600,91,337,smooth,32,68,62,2,2,2,Aluminum battery - air,
,78093,65,235,300,600,4800,117,201,smooth,21,52,121,1,2,1,Molten salt battery,
,78158,74,46,120,1920,15360,45,363,heavy,18,62,269,2,1,3,Zinc-bromine battery,
,78220,39,201,240,3120,24960,41,341,smooth,45,74,43,2,1,3,Oxidation battery ‌ Vanadium reduction,
,78312,73,135,208,832,6656,82,213,semi-heavy,10,13,285,2,1,2,Nickel-Cadmium battery,
,79366,80,40,120,600,4800,112,336,smooth,43,35,49,1,2,2,Nickel battery - metal hydride,
,80236,77,223,300,4200,33600,62,266,heavy,23,62,125,2,1,3,Nickel-iron battery,
,80238,32,208,240,3120,24960,78,318,semi-heavy,34,22,101,2,2,2,Acid battery,
,80219,52,68,120,960,7680,71,375,smooth,43,39,281,1,1,2,On-air battery,
,81200,27,573,600,4800,38400,99,238,semi-heavy,39,36,140,2,2,1,Aluminum battery - air,
,81261,30,178,208,624,4992,65,479,smooth,39,78,230,1,1,2,Molten salt battery,
,80935,69,51,120,1680,13440,66,409,heavy,41,45,174,1,1,2,Zinc-bromine battery,
,80561,30,210,240,3120,24960,70,473,smooth,47,77,73,1,2,3,Oxidation battery ‌ Vanadium reduction,
,81480,22,98,120,1560,12480,105,428,semi-heavy,37,9,267,1,1,2,Nickel-Cadmium battery,
,81536,45,163,208,624,4992,103,515,smooth,49,18,159,2,1,2,Nickel battery - metal hydride,
,80852,33,567,600,9000,72000,88,464,heavy,28,21,192,1,1,1,Nickel-iron battery,
,80872,77,131,208,2288,18304,120,330,smooth,14,52,174,2,2,2,Acid battery,
,80965,20,220,240,3840,30720,100,412,semi-heavy,49,62,225,1,1,1,On-air battery,
,80752,43,557,600,3600,28800,57,459,smooth,17,61,291,1,2,1,Aluminum battery - air,
,80654,35,85,120,840,6720,50,290,smooth,25,20,168,2,1,1,Molten salt battery,
,80280,65,175,240,3360,26880,80,236,heavy,24,8,165,2,2,3,Zinc-bromine battery,
,80262,69,231,300,600,4800,38,302,smooth,19,50,48,2,2,3,Oxidation battery ‌ Vanadium reduction,
,80109,28,176,204,1836,14688,42,514,semi-heavy,44,67,130,1,2,1,Nickel-Cadmium battery,
,79588,26,574,600,4200,33600,107,498,smooth,43,46,216,2,2,3,Nickel battery - metal hydride,
,77984,49,251,300,1800,14400,45,340,heavy,28,50,23,2,1,1,Nickel-iron battery,
,77516,27,93,120,240,1920,104,202,semi-heavy,14,71,214,1,1,1,Acid battery,
,78435,71,169,240,2640,21120,67,491,smooth,49,69,125,1,2,1,On-air battery,
,78430,26,182,208,2704,21632,50,452,semi-heavy,17,8,292,1,1,2,Aluminum battery - air,
,78269,26,94,120,480,3840,45,258,smooth,40,66,272,1,2,2,Molten salt battery,
,78281,27,273,300,3000,24000,63,273,heavy,19,24,73,1,1,1,Zinc-bromine battery,
,78448,51,189,240,1920,15360,53,445,smooth,31,76,167,2,1,2,Oxidation battery ‌ Vanadium reduction,
,78688,29,91,120,1080,8640,36,283,semi-heavy,45,73,252,1,1,2,Nickel-Cadmium battery,
,78394,20,580,600,3600,28800,30,299,smooth,42,61,147,1,1,2,Nickel battery - metal hydride,
,78404,52,156,208,1664,13312,112,250,heavy,14,54,94,2,1,2,Nickel-iron battery,
,78414,46,74,120,600,4800,120,214,smooth,34,46,190,1,2,2,Acid battery,
,78384,61,179,240,480,3840,74,482,semi-heavy,45,21,279,1,2,3,On-air battery,
,78285,32,88,120,1200,9600,89,221,smooth,18,12,119,1,2,1,Aluminum battery - air,
,78044,38,170,208,2496,19968,49,408,smooth,23,56,241,1,1,1,Molten salt battery,
,78033,68,532,600,3600,28800,63,443,heavy,19,26,273,1,2,1,Zinc-bromine battery,
,77423,80,128,208,416,3328,92,293,smooth,28,43,244,1,2,2,Oxidation battery ‌ Vanadium reduction,
,77045,59,181,240,2640,21120,41,415,semi-heavy,53,11,267,2,2,1,Nickel-Cadmium battery,
,77106,24,576,600,7200,57600,44,426,smooth,35,67,146,1,2,1,Nickel battery - metal hydride,
,76630,29,91,120,1920,15360,94,243,heavy,50,59,87,1,2,3,Nickel-iron battery,
,75982,41,199,240,2880,23040,105,331,semi-heavy,14,33,287,2,1,3,Acid battery,
,76138,75,225,300,4500,36000,71,278,smooth,47,66,204,1,1,1,On-air battery,
,75863,37,167,204,2244,17952,71,290,semi-heavy,27,25,166,1,2,2,Aluminum battery - air,
,75980,29,571,600,7200,57600,114,484,smooth,21,34,138,1,1,1,Molten salt battery,
,76292,21,279,300,4200,33600,41,456,heavy,29,16,167,2,2,2,Zinc-bromine battery,
,76413,30,90,120,840,6720,38,408,smooth,15,55,24,2,1,1,Oxidation battery ‌ Vanadium reduction,
,76448,54,186,240,1440,11520,97,500,semi-heavy,15,29,228,2,2,1,Nickel-Cadmium battery,
,76613,26,182,208,3328,26624,61,492,smooth,11,76,257,2,2,1,Nickel battery - metal hydride,
,76692,70,50,120,1200,9600,86,353,heavy,28,20,199,2,1,2,Nickel-iron battery,
,76853,79,221,300,2100,16800,106,403,smooth,30,22,245,1,2,3,Acid battery,
,76690,20,220,240,3120,24960,99,309,semi-heavy,11,21,45,1,1,3,On-air battery,
,76387,23,97,120,1680,13440,75,336,smooth,28,46,258,1,1,1,Aluminum battery - air,
,76431,74,526,600,6600,52800,96,453,smooth,26,20,276,1,2,2,Molten salt battery,
,76144,39,169,208,1872,14976,81,404,heavy,24,26,31,2,2,2,Zinc-bromine battery,
,76084,24,96,120,1800,14400,48,226,smooth,10,70,250,1,1,2,Oxidation battery ‌ Vanadium reduction,
,76160,64,176,240,2160,17280,77,412,semi-heavy,19,44,291,1,2,3,Nickel-Cadmium battery,
,76128,35,85,120,1560,12480,80,447,smooth,47,52,186,1,2,3,Nickel battery - metal hydride,
,75874,70,138,208,1040,8320,100,386,heavy,46,24,262,1,1,2,Nickel-iron battery,
,75876,55,545,600,3600,28800,34,270,semi-heavy,42,49,173,2,2,1,Acid battery,
,76850,35,173,208,624,4992,71,462,smooth,24,80,288,1,1,1,On-air battery,
,74817,28,212,240,1920,15360,106,486,semi-heavy,21,19,173,2,2,3,Aluminum battery - air,
,74800,32,568,600,3000,24000,110,393,smooth,60,67,140,1,2,2,Molten salt battery,
,73959,67,53,120,480,3840,87,408,heavy,41,10,216,1,1,3,Zinc-bromine battery,
,73877,29,211,240,2640,21120,44,410,smooth,35,63,68,1,2,2,Oxidation battery ‌ Vanadium reduction,
,73906,40,260,300,4500,36000,76,340,semi-heavy,28,22,278,2,1,2,Nickel-Cadmium battery,
,73027,70,134,204,408,3264,108,327,smooth,50,64,63,1,1,3,Nickel battery - metal hydride,
,72615,71,529,600,9000,72000,31,280,heavy,39,75,122,1,1,1,Nickel-iron battery,
,72799,51,249,300,3000,24000,66,403,smooth,28,79,24,1,2,3,Acid battery,
,73644,79,41,120,720,5760,112,304,semi-heavy,33,54,198,2,1,3,On-air battery,
,73672,61,179,240,1200,9600,91,347,smooth,41,6,223,1,1,1,Aluminum battery - air,
,73743,33,175,208,1040,8320,96,437,smooth,26,6,192,1,1,1,Molten salt battery,
,74190,20,100,120,360,2880,36,263,heavy,34,79,55,2,1,3,Zinc-bromine battery,
,73940,73,227,300,3900,31200,46,253,smooth,58,56,214,1,2,2,Oxidation battery ‌ Vanadium reduction,
,73965,67,173,240,2400,19200,97,243,semi-heavy,39,27,49,2,1,2,Nickel-Cadmium battery,
,74064,41,79,120,1080,8640,83,237,smooth,17,64,131,1,2,2,Nickel battery - metal hydride,
,73947,79,521,600,2400,19200,76,201,heavy,10,23,138,1,2,2,Nickel-iron battery,
,74049,37,171,208,624,4992,39,381,semi-heavy,11,29,24,2,2,1,Acid battery,
,73716,32,88,120,1800,14400,65,488,smooth,32,60,36,1,2,3,On-air battery,
,73764,59,181,240,2160,17280,103,218,semi-heavy,23,20,137,1,1,1,Aluminum battery - air,
,73816,39,81,120,840,6720,43,356,smooth,45,31,128,2,1,2,Molten salt battery,
,73736,41,167,208,1040,8320,68,277,heavy,47,48,295,1,2,1,Zinc-bromine battery,
,73763,42,558,600,1800,14400,44,506,smooth,49,57,122,2,1,1,Oxidation battery ‌ Vanadium reduction,
,73868,68,140,208,2912,23296,94,483,semi-heavy,56,32,89,1,2,1,Nickel-Cadmium battery,
,74194,56,184,240,480,3840,56,425,smooth,18,48,206,1,2,3,Nickel battery - metal hydride,
,74196,57,543,600,1200,9600,32,242,heavy,25,15,60,2,2,1,Nickel-iron battery,
,74313,51,69,120,720,5760,86,293,smooth,22,44,58,1,2,2,Acid battery,
,74514,53,187,240,480,3840,105,266,semi-heavy,31,58,203,1,1,2,On-air battery,
,74934,26,274,300,1800,14400,50,410,smooth,32,23,23,1,1,1,Aluminum battery - air,
,75183,40,164,204,1428,11424,119,457,smooth,43,40,267,1,1,2,Molten salt battery,
,75466,66,534,600,9000,72000,65,507,heavy,27,37,255,1,1,2,Zinc-bromine battery,
,75501,46,254,300,3900,31200,118,375,smooth,26,15,238,2,2,3,Oxidation battery ‌ Vanadium reduction,
,76225,79,41,120,1080,8640,55,228,semi-heavy,36,60,132,1,2,2,Nickel-Cadmium battery,
,76579,79,161,240,3600,28800,79,435,smooth,22,12,97,1,1,2,Nickel battery - metal hydride,
,76647,50,158,208,1456,11648,69,418,heavy,35,60,192,2,1,3,Nickel-iron battery,
,77089,24,96,120,840,6720,85,314,semi-heavy,54,65,217,2,2,1,Acid battery,
,77883,25,275,300,900,7200,107,521,smooth,60,50,272,2,2,3,On-air battery,
,78324,79,161,240,960,7680,74,308,semi-heavy,40,61,82,2,2,2,Aluminum battery - air,
,78704,51,69,120,600,4800,79,306,smooth,21,56,91,2,1,2,Molten salt battery,
,78324,50,550,600,7800,62400,31,283,heavy,44,58,246,1,2,3,Zinc-bromine battery,
,78368,67,141,208,2912,23296,75,440,smooth,11,28,227,1,2,2,Oxidation battery ‌ Vanadium reduction,
,78190,51,69,120,1200,9600,30,322,semi-heavy,51,45,47,2,2,2,Nickel-Cadmium battery,
,78218,60,180,240,720,5760,36,413,smooth,51,18,265,1,1,1,Nickel battery - metal hydride,
,78205,48,72,120,1920,15360,94,216,heavy,16,60,237,2,2,2,Nickel-iron battery,
,77828,66,142,208,2080,16640,54,339,smooth,18,23,204,1,2,2,Acid battery,
,77855,45,555,600,3600,28800,118,509,semi-heavy,44,70,175,1,2,1,On-air battery,
,77879,78,130,208,1248,9984,84,367,smooth,41,59,53,2,1,3,Aluminum battery - air,
,77968,68,172,240,1200,9600,100,385,smooth,58,54,291,1,1,1,Molten salt battery,
,78086,28,572,600,4800,38400,82,536,heavy,43,50,233,1,2,3,Zinc-bromine battery,
,78086,74,46,120,840,6720,52,398,smooth,47,33,120,2,1,3,Oxidation battery ‌ Vanadium reduction,
,77964,22,218,240,2880,23040,80,425,semi-heavy,57,19,162,2,2,3,Nickel-Cadmium battery,
,78081,46,254,300,2400,19200,38,506,smooth,55,56,84,2,1,2,Nickel battery - metal hydride,
,77757,55,149,204,612,4896,77,462,heavy,52,26,259,2,2,1,Nickel-iron battery,
,77313,66,534,600,3600,28800,34,211,semi-heavy,34,61,140,1,1,3,Acid battery,
,77345,57,243,300,2400,19200,68,236,smooth,56,22,190,1,1,1,On-air battery,
,77358,44,76,120,1080,8640,108,370,semi-heavy,10,71,36,1,2,3,Aluminum battery - air,
,77167,26,214,240,3120,24960,113,212,smooth,25,49,44,1,2,3,Molten salt battery,
,76747,21,187,208,1040,8320,44,325,heavy,25,6,265,1,1,3,Zinc-bromine battery,
,76509,38,82,120,1200,9600,114,347,smooth,33,65,286,1,1,3,Oxidation battery ‌ Vanadium reduction,
,76529,74,226,300,3300,26400,77,232,semi-heavy,21,48,224,2,1,1,Nickel-Cadmium battery,
,76669,42,198,240,960,7680,89,345,smooth,57,45,212,1,2,1,Nickel battery - metal hydride,
,76742,55,65,120,1560,12480,112,209,heavy,20,51,240,1,1,2,Nickel-iron battery,
,76640,80,520,600,8400,67200,117,325,smooth,17,58,272,1,2,1,Acid battery,
,76643,64,144,208,1040,8320,113,498,semi-heavy,34,63,190,2,1,2,On-air battery,
,76444,66,54,120,960,7680,73,386,smooth,28,5,144,1,1,2,Aluminum battery - air,
,76455,63,177,240,2160,17280,49,323,smooth,49,60,288,2,1,1,Molten salt battery,
,76104,26,94,120,600,4800,39,479,heavy,40,64,269,1,1,1,Zinc-bromine battery,
,76166,48,160,208,2288,18304,63,400,smooth,36,22,209,2,2,1,Oxidation battery ‌ Vanadium reduction,
,76272,50,550,600,3600,28800,35,526,semi-heavy,33,46,224,2,1,1,Nickel-Cadmium battery,
,76450,48,160,208,1040,8320,49,317,smooth,18,50,39,2,2,3,Nickel battery - metal hydride,
,76906,39,201,240,480,3840,45,493,heavy,42,50,171,1,1,1,Nickel-iron battery,
,77081,63,537,600,3000,24000,91,354,semi-heavy,26,35,205,1,1,3,Acid battery,
,77089,63,57,120,1800,14400,64,428,smooth,53,6,122,1,2,1,On-air battery,
,77143,45,195,240,2400,19200,45,319,semi-heavy,30,70,175,1,1,3,Aluminum battery - air,
,77300,65,235,300,1500,12000,76,279,smooth,35,10,120,2,1,1,Molten salt battery,
,77478,79,125,204,408,3264,98,490,heavy,57,35,74,2,2,2,Zinc-bromine battery,
,77287,72,528,600,7200,57600,120,332,smooth,50,30,126,1,1,2,Oxidation battery ‌ Vanadium reduction,
,77265,80,220,300,600,4800,94,371,semi-heavy,49,12,176,2,1,3,Nickel-Cadmium battery,
,77335,38,82,120,240,1920,72,206,smooth,55,53,132,2,2,2,Nickel battery - metal hydride,
,77183,39,201,240,1920,15360,99,441,heavy,43,80,291,1,1,2,Nickel-iron battery,
,77217,46,162,208,1664,13312,31,216,smooth,38,67,206,1,2,1,Acid battery,
,77435,80,40,120,1200,9600,57,531,semi-heavy,51,79,96,2,2,1,On-air battery,
,77655,47,253,300,600,4800,57,378,smooth,60,47,33,2,1,2,Aluminum battery - air,
,77886,70,170,240,2400,19200,94,434,smooth,11,65,209,2,2,3,Molten salt battery,
,77569,44,76,120,1320,10560,39,492,heavy,23,53,85,2,2,2,Zinc-bromine battery,
,77707,43,557,600,1200,9600,60,233,smooth,33,71,68,2,2,1,Oxidation battery ‌ Vanadium reduction,
,77849,52,156,208,832,6656,63,387,semi-heavy,22,29,190,1,1,2,Nickel-Cadmium battery,
,78091,79,41,120,960,7680,66,206,smooth,29,26,201,1,2,2,Nickel battery - metal hydride,
,78387,35,205,240,1200,9600,116,430,heavy,19,39,271,1,1,2,Nickel-iron battery,
,78370,57,63,120,1080,8640,51,200,semi-heavy,46,71,113,2,2,3,Acid battery,
,78568,30,178,208,416,3328,50,316,smooth,26,47,60,1,2,1,On-air battery,
,78808,26,574,600,1200,9600,119,496,semi-heavy,34,63,214,1,2,3,Aluminum battery - air,
,79299,44,164,208,1248,9984,82,217,smooth,22,48,86,2,2,3,Molten salt battery,
,80340,72,168,240,1920,15360,35,326,heavy,58,53,165,1,2,1,Zinc-bromine battery,
,80339,44,556,600,4800,38400,109,409,smooth,54,18,47,2,1,1,Oxidation battery ‌ Vanadium reduction,
,80263,40,80,120,1680,13440,79,280,semi-heavy,25,67,231,1,1,3,Nickel-Cadmium battery,
,79659,28,212,240,3600,28800,87,401,smooth,13,38,293,1,1,3,Nickel battery - metal hydride,
,79670,69,231,300,600,4800,55,405,heavy,56,23,299,1,1,1,Nickel-iron battery,
,79253,40,164,204,408,3264,50,342,smooth,51,10,21,2,1,1,Acid battery,
,79137,23,577,600,1200,9600,75,509,semi-heavy,36,68,160,1,2,3,On-air battery,
,79632,59,241,300,1800,14400,33,377,smooth,11,78,108,1,1,1,Aluminum battery - air,
,79871,73,47,120,720,5760,94,472,smooth,59,52,105,1,1,3,Molten salt battery,
,78411,41,199,240,960,7680,39,494,heavy,40,28,116,2,1,3,Zinc-bromine battery,
,79010,69,139,208,832,6656,92,266,smooth,39,76,144,2,1,1,Oxidation battery ‌ Vanadium reduction,
,79048,26,94,120,960,7680,110,200,semi-heavy,18,28,54,1,1,2,Nickel-Cadmium battery,
,79341,20,280,300,3000,24000,112,411,smooth,42,37,195,1,2,2,Nickel battery - metal hydride,
,79236,65,175,240,2160,17280,103,540,heavy,31,18,249,1,2,1,Nickel-iron battery,
,79268,24,96,120,1920,15360,109,449,semi-heavy,35,64,104,1,1,3,Acid battery,
,79278,74,526,600,6000,48000,95,525,smooth,15,18,79,2,1,2,On-air battery,
,79319,80,128,208,2288,18304,70,395,semi-heavy,14,29,122,2,2,3,Aluminum battery - air,
,79393,57,63,120,480,3840,75,538,smooth,18,17,191,1,2,3,Molten salt battery,
,79385,33,207,240,3120,24960,101,374,heavy,11,35,135,1,2,2,Zinc-bromine battery,
,79541,67,53,120,840,6720,43,428,smooth,58,69,103,2,2,3,Oxidation battery ‌ Vanadium reduction,
,79625,49,159,208,832,6656,33,203,semi-heavy,53,9,103,1,1,1,Nickel-Cadmium battery,
,80018,69,531,600,6000,48000,78,450,smooth,13,80,106,1,1,2,Nickel battery - metal hydride,
